ra,dec,dered_u,dered_g,dered_r,dered_i,dered_z,z,plate,fiberID,mjd
124.11523,54.447537,18.53538,17.38949,17.01479,16.80351,16.66364,0.04069396,1782,310,53383
123.78479,54.309978,17.97839,16.13243,15.30672,14.91046,14.60324,0.04060369,1782,317,53383
127.24429,56.78369,18.36112,17.05242,16.38553,15.98245,15.66513,0.04024664,1783,449,53386
148.40149,65.00462,18.3241,16.63109,15.82079,15.38785,15.0579,0.04000043,1788,634,54468
122.37732,9.2218364,18.36864,17.46578,17.17665,16.97586,16.85601,0.04083819,2421,245,54153
122.38951,9.2067771,18.43029,17.39492,17.10479,16.89774,16.77886,0.04057358,2421,259,54153
146.25015,15.461129,18.67828,16.96494,16.23726,15.90179,15.64187,0.0407582,2581,76,54085
145.86427,15.025855,19.4812,18.10734,17.49813,17.15783,16.88983,0.04061488,2581,106,54085
145.3307,15.258326,18.21325,17.13256,16.74133,16.52188,16.43385,0.04099497,2581,171,54085
148.08213,15.816241,18.60571,17.26162,16.77337,16.54473,16.46701,0.04027157,2583,163,54095
153.10337,16.512026,17.70771,16.52274,15.95988,15.54993,15.25872,0.04081296,2587,146,54138
152.14782,16.190214,18.10032,16.84883,16.35295,16.03874,15.87227,0.04097575,2587,289,54138
153.24446,16.401039,19.37178,18.06946,17.54161,17.22058,17.00751,0.04018854,2588,429,54174
153.58071,16.542599,19.09698,17.54353,16.83189,16.4378,16.11869,0.0402555,2588,502,54174
153.58204,16.512932,18.23948,16.51573,15.71756,15.35031,15.03378,0.04047945,2588,509,54174
157.83201,16.690779,18.25407,17.39991,17.18656,16.97428,16.92056,0.04073366,2591,2,54140
157.9808,17.688028,18.91103,17.88553,17.50224,17.26478,17.07701,0.04085582,2593,301,54175
117.49067,42.876389,17.3212,16.19755,15.74412,15.44601,15.20841,0.04093252,434,496,51885
117.49274,42.849691,18.84347,17.64643,17.26966,17.03248,16.81811,0.0406188,434,500,51885
122.20564,47.34306,17.84198,16.80512,16.43497,16.21757,16.06168,0.04058082,438,558,51884
122.13702,47.792996,18.06023,17.03578,16.66076,16.40645,16.22934,0.04034948,438,578,51884
127.55236,51.880485,17.7253,16.72062,16.33666,16.08368,15.88967,0.04086782,442,605,51882
135.05041,56.874178,17.85939,16.92851,16.5981,16.37837,16.26191,0.04037372,448,611,51900
137.20081,58.519304,19.11077,17.86547,17.51897,17.2838,17.27215,0.04043207,484,468,51907
137.24332,58.499449,17.36997,16.21939,15.81857,15.55247,15.39622,0.04047567,484,477,51907
151.72509,63.346715,17.35233,16.11373,15.63154,15.33758,15.13651,0.04070435,487,638,51943
155.22691,64.040348,18.63841,17.23509,16.69928,16.41406,16.16677,0.04045295,488,115,51914
154.84337,64.070813,18.70699,17.33769,16.70896,16.44899,16.16802,0.0409868,488,175,51914
151.72509,63.346715,17.35233,16.11373,15.63154,15.33758,15.13651,0.04070032,488,294,51914
155.83191,64.729505,16.73968,15.30877,14.62897,14.23887,13.94266,0.04026648,488,584,51914
155.88992,64.666348,17.29379,16.20176,15.79849,15.52758,15.36391,0.0403097,488,589,51914
156.63053,64.862213,18.82113,17.78236,17.37895,17.09756,17.02238,0.04039907,488,604,51914
156.63053,64.862213,18.82113,17.78236,17.37895,17.09756,17.02238,0.04043538,489,280,51930
172.09344,67.100157,18.40265,17.30702,16.92798,16.67867,16.5398,0.04087052,491,557,51942
175.59163,66.938272,19.39269,17.71204,16.99881,16.65617,16.38647,0.0408073,492,193,51955
212.15392,3.4229592,16.58698,15.20792,14.46145,13.98044,13.69244,0.04043839,582,43,52045
210.89124,4.3105942,26.24548,17.30379,16.51237,16.13702,15.81289,0.04033811,582,276,52045
227.54866,3.945263,17.80413,16.70944,16.29238,16.02543,15.82868,0.04063358,590,398,52057
231.62436,3.4307955,18.85868,17.60991,17.06919,16.76968,16.57506,0.04074731,592,137,52025
232.38557,3.3849191,17.6884,15.83109,15.0288,14.63461,14.34289,0.04007883,593,378,52026
232.80507,3.6087148,19.4477,17.69836,17.24423,16.97629,16.84059,0.040198,593,467,52026
234.97753,3.5109753,17.4503,16.1785,15.52296,15.17628,14.89303,0.04045221,593,601,52026
235.20871,3.1283682,18.66415,16.73914,15.91664,15.51728,15.20087,0.04026466,594,311,52027
235.20871,3.1283682,18.66415,16.73914,15.91664,15.51728,15.20087,0.04023866,594,419,52045
192.49368,64.350896,19.32847,17.80684,17.12251,16.79153,16.54089,0.04063012,601,160,52316
188.4268,5.8118324,18.59005,17.21366,16.5389,16.17505,15.90051,0.04030211,845,534,52381
196.19583,3.9049446,17.65329,15.70086,14.74903,14.26858,13.90785,0.04078462,849,44,52439
196.15202,3.8592935,16.95469,15.89893,15.46509,15.19834,15.00283,0.04069022,849,91,52439
195.63949,5.2540968,18.88362,17.65099,17.16808,16.90495,16.90274,0.04030943,849,511,52439
197.37406,4.8431519,18.65735,16.25513,15.40381,14.93523,14.54402,0.04019785,850,239,52338
210.0375,4.0807798,16.08094,15.36502,15.07558,14.81028,14.68484,0.04046174,856,45,52339
166.62559,5.8654403,19.05808,17.71215,17.32567,17.09298,16.96477,0.04018744,1003,44,52641
155.53111,50.289954,19.18735,18.03493,17.53466,17.29193,17.13085,0.04074725,1008,213,52707
169.61056,54.465544,18.08184,17.00982,16.68387,16.42017,16.257,0.04080161,1012,545,52649
203.5099,54.187538,18.47105,17.51604,17.19157,16.99419,16.77719,0.04015122,1042,377,52725
203.8533,53.973668,17.3279,15.81195,15.11192,14.73884,14.45709,0.04001313,1042,431,52725
210.27052,51.069657,18.2847,17.18643,16.82635,16.62112,16.4961,0.04064172,1044,246,52468
191.98505,43.260896,18.38882,16.74856,15.97204,15.57933,15.26514,0.0405137,1373,243,53063
191.67461,43.309003,18.24628,17.00629,16.49387,16.18964,15.96516,0.04049543,1373,246,53063
191.37022,42.847964,17.81141,16.19589,15.4873,15.08022,14.76093,0.04005001,1456,474,53115
194.64299,41.746939,18.41086,16.7553,16.01168,15.66345,15.37215,0.04007231,1458,167,53119
193.98562,41.849995,17.92817,16.30585,15.68051,15.3873,15.12783,0.04045828,1458,218,53119
170.19997,6.1836461,18.40978,17.25561,16.83892,16.54905,16.33271,0.0408269,1617,47,53112
170.31343,6.5241706,18.55584,17.36304,17.0142,16.82473,16.69185,0.04092698,1617,52,53112
173.17538,6.2511771,19.07604,17.79539,17.31032,17.04352,16.85354,0.04053191,1619,254,53084
178.98521,6.8231518,17.63003,16.7783,16.47633,16.26736,16.10639,0.04013356,1622,99,53385
183.91232,6.3813383,18.95442,17.87042,17.45648,17.17971,17.02976,0.04079027,1624,15,53386
134.42603,9.0700936,18.40375,17.15542,16.68645,16.42731,16.25324,0.04025903,1738,214,53051
123.55555,7.7611941,17.23011,16.14165,15.65834,15.37615,15.1818,0.04018639,1757,352,53083
194.59546,14.316116,19.76682,18.30946,17.58695,17.20518,16.90363,0.04021524,1771,186,53498
194.34261,14.388256,17.28423,15.92802,15.32361,15.01309,14.75728,0.04053294,1771,224,53498
202.25419,13.838726,19.04825,17.45781,16.74149,16.39942,16.11986,0.04029308,1774,66,53759
202.22524,13.906266,18.08552,16.27114,15.45755,15.05707,14.74479,0.04034854,1774,75,53759
205.63076,13.03557,17.54158,16.51838,16.13076,15.84744,15.68323,0.04083956,1776,130,53858
206.08335,14.338724,18.4457,17.30809,16.96613,16.731,16.56737,0.04081839,1777,346,53857
207.31017,14.322893,18.26457,16.80741,16.19621,15.85024,15.63006,0.04080756,1777,468,53857
207.40521,14.333778,18.2532,16.98709,16.61423,16.41641,16.31738,0.04063504,1777,478,53857
207.69169,14.135637,19.17052,17.55799,16.82859,16.44995,16.14672,0.04016452,1777,495,53857
199.73276,6.5616922,18.66882,17.11463,16.37343,16.02794,15.74494,0.04008407,1797,55,54507
198.38635,6.4600413,17.70448,16.63543,16.2447,16.02063,15.8485,0.04022649,1797,297,54507
201.23116,6.4708466,18.35039,16.52703,15.70821,15.31885,14.9961,0.04020082,1799,162,53556
135.06571,11.551793,18.97354,17.2333,16.54876,16.11739,15.75018,0.04063715,2575,514,54085
138.23147,11.815125,18.90772,17.8807,17.40096,17.19018,17.08445,0.04058975,2576,72,54086
143.6012,15.816013,18.48543,16.89098,16.16621,15.77305,15.48374,0.04035981,2579,571,54068
151.26629,14.306345,19.27352,17.83624,17.11347,16.72281,16.38186,0.04050469,2586,211,54169
235.5032,2.7034371,18.2177,17.15912,16.76015,16.50087,16.29769,0.04003263,2955,448,54562
132.86294,42.786685,19.32206,17.96765,17.34384,16.97902,16.69174,0.04009631,896,78,52592
136.83161,46.222585,17.41342,15.55744,14.75657,14.39666,14.05525,0.04025592,898,550,52606
136.79382,46.211148,16.67894,14.76842,13.93367,13.57007,13.25651,0.04033399,898,558,52606
138.08096,46.383072,17.05951,15.36589,14.5747,14.19223,13.9301,0.0406628,898,625,52606
138.46331,46.421144,17.40613,15.63507,14.88757,14.53663,14.24788,0.04016275,899,141,52620
151.5341,52.169793,17.25204,16.61769,16.69678,16.65787,17.00684,0.04095379,903,146,52400
151.5341,52.169793,17.25204,16.61769,16.69678,16.65787,17.00684,0.04097999,903,147,52385
149.77998,52.233711,18.3867,17.32374,17.11461,16.93236,16.97362,0.04038808,903,267,52385
149.77998,52.233711,18.3867,17.32374,17.11461,16.93236,16.97362,0.04038661,903,267,52400
149.82836,52.257049,16.01026,14.81631,14.2818,13.94978,13.72778,0.04049736,903,275,52385
149.82836,52.257049,16.01026,14.81631,14.2818,13.94978,13.72778,0.04048939,903,275,52400
151.02587,53.088766,18.32578,17.18423,16.82078,16.60203,16.45876,0.04033685,903,481,52385
151.02587,53.088766,18.32578,17.18423,16.82078,16.60203,16.45876,0.04033365,903,481,52400
151.03945,53.057672,17.84962,16.66568,16.30041,16.09557,15.95648,0.04004753,903,486,52385
151.03945,53.057672,17.84962,16.66568,16.30041,16.09557,15.95648,0.04005789,903,492,52400
205.06985,54.77416,17.58455,15.81565,14.99477,14.6088,14.30534,0.04002905,1321,56,52764
150.82159,37.188987,20.03652,18.09328,17.4731,17.09891,16.90159,0.04071544,1426,308,52993
143.91403,34.796631,18.10069,16.44813,15.72646,15.37596,15.1228,0.04093331,1594,306,52992
147.26003,36.596118,18.77753,17.02745,16.24779,15.87201,15.59455,0.04022131,1595,420,52999
148.39285,35.909373,17.81203,16.43756,15.72648,15.3517,15.07517,0.04065386,1595,552,52999
148.67083,36.965047,17.66995,16.63566,16.23651,15.97468,15.79653,0.04064836,1595,620,52999
150.58555,36.759967,18.82316,17.53165,17.0317,16.77474,16.59796,0.04066076,1596,74,52998
149.52003,36.313158,18.43594,16.60517,15.76894,15.36119,15.04134,0.04007688,1596,167,52998
149.61662,36.774525,18.07465,16.19594,15.39421,15.00253,14.71356,0.04037012,1596,177,52998
149.2939,36.367645,19.40589,17.66701,16.88651,16.52886,16.23512,0.0404757,1596,194,52998
148.9144,36.661182,19.16182,17.27643,16.50372,16.11729,15.82259,0.04065838,1596,277,52998
148.25095,37.263843,19.44417,17.94515,17.26893,16.91556,16.6461,0.04051352,1596,353,52998
148.9329,37.606999,18.71212,17.67588,17.32988,17.09594,16.96915,0.04060186,1596,364,52998
149.21387,37.14545,17.97096,16.95347,16.65361,16.44425,16.37777,0.04046704,1596,470,52998
149.29124,37.297761,19.2892,17.9327,17.35071,17.02979,16.81448,0.04011797,1596,474,52998
150.82159,37.188987,20.03652,18.09328,17.4731,17.09891,16.90159,0.04071733,1596,628,52998
150.8597,36.844588,18.77627,17.00563,16.13928,15.66291,15.29281,0.04007729,1596,638,52998
222.24349,22.978193,19.41172,17.88568,17.20984,16.8887,16.67264,0.0402772,2143,128,54184
230.54628,20.565781,18.23818,16.75278,16.30701,16.04761,15.89426,0.04015333,2156,33,54525
229.67926,20.891285,18.25632,16.41086,15.57181,15.16764,14.854,0.04007131,2156,543,54525
229.47545,20.838077,17.33709,15.52548,14.72266,14.31959,13.978,0.04018189,2156,557,54525
229.77113,20.918684,18.81026,16.93263,16.12176,15.74186,15.4353,0.04099219,2156,594,54525
229.77344,20.899435,18.80305,16.89987,16.0712,15.67292,15.36202,0.04039661,2156,595,54525
229.85172,20.742262,20.03119,18.31554,17.55716,17.192,16.95816,0.04022748,2156,597,54525
229.82119,20.726081,18.93227,17.96493,17.5659,17.30488,17.05842,0.04037444,2156,598,54525
229.99636,20.71318,17.23771,15.4655,14.66836,14.29003,13.99694,0.04095421,2159,382,54328
229.89239,20.739759,19.22342,17.53754,16.83343,16.50811,16.19713,0.04095659,2159,398,54328
230.13593,20.813513,18.0573,16.85789,16.50548,16.27892,16.13572,0.04019228,2159,415,54328
230.18393,20.724722,17.80534,15.92828,15.115,14.72962,14.4244,0.0404996,2159,439,54328
230.78033,20.509985,18.27678,16.74644,16.00513,15.63512,15.3573,0.04016564,2159,499,54328
242.05561,16.30264,17.63823,16.35862,15.87834,15.58751,15.38083,0.04096008,2197,590,53555
241.37988,13.369944,18.88993,17.06035,16.26398,15.87709,15.55335,0.0407876,2524,109,54568
241.0851,13.685367,19.18622,17.61345,16.8599,16.49721,16.23123,0.04071907,2524,234,54568
241.42011,14.799628,17.15799,15.5469,14.75455,14.36789,14.06462,0.04055842,2524,463,54568
242.11946,14.642819,19.23528,17.72435,17.07578,16.76742,16.54198,0.04040859,2524,565,54568
241.62269,15.09473,18.58398,17.67375,17.34896,17.13934,17.00624,0.0401049,2524,581,54568
241.47392,13.467047,19.42975,18.19974,17.5228,17.14814,16.85957,0.04049525,2525,430,54569
219.99211,21.596994,18.09842,15.99676,15.02541,14.52901,14.17717,0.04000745,2789,369,54555
219.98765,21.561589,17.72277,15.9899,15.17353,14.77579,14.4734,0.04033307,2789,371,54555
220.35396,21.678684,18.26957,17.02672,16.44791,16.12818,15.90954,0.04092714,2789,416,54555
225.87951,20.20866,17.90861,16.32745,15.52039,15.09241,14.77624,0.04070974,2792,370,54556
152.56809,64.82623,19.22997,18.10771,17.57767,17.47382,17.04641,0.04015666,488,334,51914
151.21531,64.473944,19.11907,17.2939,16.51491,16.1456,15.87151,0.04003079,488,352,51914
154.35588,64.716517,17.07924,15.34847,14.56457,14.17126,13.8415,0.04090935,488,501,51914
155.49553,64.97999,16.45675,15.37062,14.85276,14.5296,14.29289,0.04027274,488,564,51914
155.88334,64.877828,18.63841,16.97775,16.33241,16.01395,15.77916,0.04035133,488,619,51914
155.88334,64.877828,18.63841,16.97775,16.33241,16.01395,15.77916,0.04038357,489,308,51930
158.87521,65.972069,18.11145,17.39626,16.85242,16.61897,16.45253,0.04066062,489,419,51930
164.79239,67.037808,18.13394,16.25263,15.39127,14.99514,14.67632,0.04072253,490,419,51929
166.27149,67.220429,18.9278,17.73803,17.39462,17.21245,17.19852,0.04080362,490,572,51929
199.86931,66.656415,18.51816,17.3819,16.96581,16.70175,16.51004,0.04004478,496,421,51973
199.86931,66.656415,18.51816,17.3819,16.96581,16.70175,16.51004,0.04004942,496,474,51988
216.13521,64.424239,18.69269,16.93503,16.14528,15.76815,15.44666,0.04079801,499,378,51988
217.41281,64.14145,18.58627,17.35967,16.88039,16.6084,16.43439,0.04056182,499,499,51988
217.51186,64.757447,18.72728,17.67569,17.27537,17.03683,16.90424,0.04091889,499,535,51988
220.50752,63.330707,16.52566,15.2632,14.71756,14.41602,14.17109,0.04093771,609,323,52339
222.64603,63.193764,18.45894,17.48978,17.13807,16.89989,16.74001,0.04049857,609,532,52339
236.89513,55.49757,18.46515,17.35256,16.86397,16.57433,16.34305,0.04082667,617,50,52072
241.91578,53.32597,19.14331,17.9733,17.56192,17.29791,17.10361,0.04072856,621,138,52055
240.96592,53.30628,17.82291,16.71481,16.36988,16.16017,15.99614,0.04058199,621,220,52055
181.9594,62.85754,17.88323,16.72985,16.20213,15.92778,15.67871,0.04002951,778,481,54525
184.01835,62.477745,19.1047,17.95481,17.48081,17.20158,17.06781,0.04080021,778,640,52337
184.01835,62.477745,19.1047,17.95481,17.48081,17.20158,17.06781,0.04075291,778,640,54525
181.74996,62.438029,17.6699,15.82003,15.00807,14.60064,14.28227,0.04093682,779,274,52342
197.48385,61.837745,18.54156,17.59208,17.32057,17.13978,17.02736,0.04087221,784,356,52327
214.3959,58.666969,18.5594,17.38647,16.89092,16.63915,16.48526,0.04015648,788,12,52338
216.95332,57.852381,18.25515,16.80865,16.13262,15.80155,15.53933,0.0406755,789,102,52342
217.0324,57.788458,19.27354,18.01797,17.47708,17.15943,16.9337,0.04018152,790,358,52346
217.0324,57.788458,19.27354,18.01797,17.47708,17.15943,16.9337,0.04015844,790,358,52433
217.0324,57.788458,19.27354,18.01797,17.47708,17.15943,16.9337,0.04016896,790,358,52441
219.12674,57.816847,18.98285,17.17684,16.4087,16.02082,15.70398,0.0406039,790,482,52433
219.14939,57.796964,16.95851,15.61744,14.98908,14.66609,14.38571,0.04016746,790,485,52346
219.14939,57.796964,16.95851,15.61744,14.98908,14.66609,14.38571,0.04014806,790,491,52433
219.12674,57.816847,18.98285,17.17684,16.4087,16.02082,15.70398,0.04053039,790,493,52441
219.12674,57.816847,18.98285,17.17684,16.4087,16.02082,15.70398,0.04057619,790,496,52346
219.14939,57.796964,16.95851,15.61744,14.98908,14.66609,14.38571,0.04014873,790,499,52441
221.99058,55.902898,18.36042,17.16792,16.69838,16.4509,16.21102,0.04047992,791,48,52347
221.99058,55.902898,18.36042,17.16792,16.69838,16.4509,16.21102,0.04048118,791,51,52435
221.11141,56.072801,17.74173,16.00103,15.22474,14.81715,14.4873,0.04055591,791,255,52347
221.11141,56.072801,17.74173,16.00103,15.22474,14.81715,14.4873,0.04057993,791,258,52435
219.13585,57.639402,18.18243,16.39588,15.5986,15.23734,14.96124,0.04045517,791,337,52435
219.13585,57.639402,18.18243,16.39588,15.5986,15.23734,14.96124,0.04044347,791,340,52347
223.19868,55.124088,18.78215,17.5425,17.12709,16.87263,16.7596,0.0404089,792,291,52353
223.61217,55.227659,17.32249,15.88702,15.17018,14.78623,14.48157,0.04045626,792,298,52353
222.83831,55.499501,18.7483,17.22727,16.57977,16.23897,15.97996,0.04068537,792,302,52353
237.89693,50.134992,19.9189,18.12364,17.37728,16.99866,16.7441,0.04092982,812,419,52352
239.61359,49.112589,18.36537,17.10098,16.576,16.23635,15.96191,0.04066722,812,581,52352
206.92416,59.269164,18.97106,17.02996,16.14227,15.66543,15.25036,0.04087736,960,601,52466
206.92416,59.269164,18.97106,17.02996,16.14227,15.66543,15.25036,0.04091636,960,603,52425
257.80015,28.420431,18.71046,17.54099,17.10946,16.87528,16.65444,0.04060942,977,295,52410
259.43268,26.076131,19.18736,17.2648,16.46189,16.06825,15.76827,0.04058116,979,290,52427
209.82437,58.431955,17.88695,16.02603,15.2168,14.82178,14.50956,0.04001383,1159,366,52669
210.71168,58.245569,18.99317,17.75607,17.45174,17.23009,17.10883,0.04018557,1159,413,52669
215.74688,56.938703,18.43405,17.40442,17.12403,16.92848,16.85946,0.04061822,1161,326,52703
217.71221,55.847574,17.50012,15.91595,15.19854,14.84359,14.56017,0.04032847,1161,520,52703
220.53929,55.568352,17.85224,16.6515,16.23172,16.0093,15.9084,0.04085265,1162,544,52668
221.64235,55.232694,17.90073,16.68801,16.20033,15.91311,15.74434,0.04010677,1162,629,52668
221.66513,55.167338,17.2948,15.40483,14.5233,14.13346,13.83645,0.04040639,1163,408,52669
222.16771,55.052315,19.43345,18.02579,17.38741,17.08963,16.84456,0.04008571,1163,454,52669
222.47203,54.920877,18.06995,16.77872,16.38865,16.17075,15.99299,0.04007479,1163,534,52669
223.09977,55.107422,17.17551,15.32484,14.53952,14.11549,13.8261,0.04023117,1163,604,52669
238.72329,46.061999,18.36099,16.61926,15.88236,15.53809,15.23146,0.04048025,1169,327,52753
239.24335,46.364111,18.11891,16.3118,15.52124,15.13369,14.84842,0.040497,1169,405,52753
239.18397,46.34459,16.88327,14.91435,14.04658,13.63801,13.3205,0.04010482,1169,414,52753
238.67528,45.344254,16.77998,14.83444,14.0111,13.59883,13.30143,0.04014017,1169,433,52753
219.54018,36.488956,17.7418,15.93579,15.13572,14.75267,14.4549,0.04097299,1382,188,53115
121.81634,21.689767,18.62467,17.39913,17.11961,16.94797,16.83428,0.04022612,1584,45,52943
150.0534,35.869905,18.99871,17.22804,16.8338,16.57141,16.4497,0.04022738,1596,46,52998
185.67568,36.396218,18.73163,17.62505,17.32327,17.14318,17.02452,0.04049983,2003,172,53442
185.69231,36.410336,17.25648,15.48281,14.71201,14.33638,14.04159,0.04083799,2003,173,53442
184.98831,36.430413,18.80218,17.45578,16.86792,16.55446,16.34075,0.04098938,2003,383,53442
193.07813,36.06076,17.14605,15.98055,15.51184,15.24515,15.08492,0.04097885,2022,23,53827
190.5068,36.273858,18.31987,16.49001,15.66426,15.30006,14.96138,0.04032221,2022,394,53827
191.73369,36.530953,16.51409,15.18432,14.55672,14.19956,13.92673,0.04053141,2022,490,53827
192.11355,36.575357,18.10429,16.25469,15.46081,15.08458,14.77377,0.04043834,2022,551,53827
168.64321,28.920046,17.74619,16.4687,15.95956,15.66806,15.41796,0.04027545,2213,513,53792
186.27132,29.80882,19.2082,17.60062,16.85355,16.44134,16.10748,0.04025256,2234,308,53823
130.35078,18.313982,17.75736,16.45866,15.88793,15.59406,15.3546,0.04072126,2279,359,53708
137.24379,21.205783,19.60411,18.12798,17.37389,16.91757,16.55732,0.04066747,2286,448,53700
146.49827,24.137923,18.97875,17.94094,17.57853,17.33732,17.19386,0.04061996,2341,295,53738
149.39404,25.529301,16.73083,15.17619,14.51289,14.18665,13.97305,0.04022406,2344,235,53740
158.02142,27.06729,17.98867,16.76849,16.25723,15.96956,15.77603,0.04067725,2353,112,53794
170.08284,1.1036421,18.95101,17.8576,17.56776,17.39205,17.36889,0.04020718,280,368,51612
168.86908,4.3487488,18.40306,16.8604,16.14342,15.79271,15.47501,0.04002153,835,169,52326
168.49537,3.8361878,18.82902,17.27991,16.60638,16.23338,15.96443,0.0406916,835,205,52326
168.01772,3.8664114,18.94639,17.81338,17.48174,17.29922,17.22945,0.04050024,835,292,52326
167.93416,4.2211996,18.11676,16.53861,15.80737,15.37712,15.06089,0.04053304,835,315,52326
167.89775,4.6521798,19.07036,17.30433,16.49223,16.12534,15.84223,0.04041259,835,319,52326
167.89241,5.0256524,18.11711,16.31186,15.47593,15.10404,14.78067,0.04068042,835,344,52326
167.92169,4.7005437,18.47792,17.11106,16.48829,16.14124,15.91865,0.04002277,835,358,52326
168.94961,5.0974927,17.59804,16.66106,16.42021,16.24024,16.11176,0.04053243,835,484,52326
169.77556,4.6567749,18.29738,16.50639,15.71312,15.33123,15.02764,0.04006619,836,278,52376
171.38749,5.1144242,17.99297,16.62891,16.09013,15.80127,15.55652,0.04038664,836,501,52376
171.914,3.997053,18.9365,17.85948,17.49242,17.29318,17.16713,0.04007229,837,284,52642
171.95892,5.1860298,18.14294,17.00663,16.57794,16.28282,16.08488,0.04043576,837,347,52642
171.90406,5.1007106,17.80033,16.63239,16.18618,15.89362,15.73708,0.04014502,837,354,52642
178.07138,4.1111666,17.09102,15.97031,15.50369,15.21961,15.03085,0.0402151,840,121,52374
182.44161,5.2075823,18.0458,16.98614,16.60488,16.35399,16.19683,0.04058908,842,582,52376
181.9106,5.4146975,17.3347,16.2874,15.91002,15.66756,15.47667,0.04030978,843,360,52378
193.02269,60.529497,16.82961,15.13869,14.38117,13.97933,13.68921,0.04059878,957,375,52398
194.46885,60.768748,18.24888,17.0141,16.55564,16.27345,16.08539,0.04031257,957,457,52398
204.77267,58.349234,18.84075,17.62643,17.02075,16.702,16.46151,0.04085809,960,166,52425
204.77267,58.349234,18.84075,17.62643,17.02075,16.702,16.46151,0.04083487,960,171,52466
155.93915,6.1041875,18.25153,16.63898,16.13307,15.87062,15.66892,0.04050748,998,240,52750
166.62775,6.5594029,16.72589,15.40292,14.74466,14.37093,14.0838,0.04017753,1004,282,52723
168.62092,11.146631,17.55471,15.69474,14.87097,14.51499,14.21292,0.04056108,1604,19,53078
169.88416,12.059786,19.30673,17.55984,16.7728,16.39209,16.1104,0.04020882,1605,170,53062
180.78182,12.42092,18.36727,17.15043,16.71594,16.45713,16.27634,0.0401841,1611,228,53147
180.60534,12.337727,16.614,14.64636,13.81506,13.41528,13.10911,0.04052201,1611,261,53147
180.55133,12.387325,20.10449,18.21437,17.47733,17.15761,16.87219,0.04093343,1611,266,53147
187.53958,11.549466,19.38802,17.66656,16.84946,16.4216,16.04705,0.04066724,1615,136,53166
189.90021,12.438888,16.61009,15.08831,14.44043,14.13278,13.89574,0.0407574,1616,71,53169
189.96321,12.446335,18.2879,16.89812,16.20353,15.84488,15.53606,0.04069152,1616,73,53169
222.65734,9.863776,17.25435,15.95648,15.38467,15.07797,14.81899,0.04089041,1713,166,53827
223.83256,9.6923098,18.05372,16.56566,15.94678,15.60811,15.33489,0.04016799,1715,385,54212
233.19112,8.2518245,18.87691,17.02419,16.2316,15.85415,15.56938,0.04066187,1723,139,53905
232.31577,7.9781677,19.39225,17.62152,16.79427,16.37486,16.03404,0.04060381,1723,241,53905
232.28383,8.0563636,18.03879,16.389,15.59688,15.18152,14.86002,0.04007972,1723,254,53905
235.6826,7.8160431,17.10937,15.71837,15.12476,14.78221,14.49748,0.04087319,1724,144,53859
234.74733,8.0903201,17.16545,15.27442,14.44597,14.06203,13.74446,0.04087961,1724,232,53859
234.78133,8.0905199,17.36943,15.65034,14.88655,14.51132,14.18535,0.04082459,1724,239,53859
137.55472,9.811623,18.54429,17.03908,16.62028,16.37443,16.25735,0.04035795,1739,93,53050
198.9484,-0.57336697,18.23491,17.1643,16.81298,16.5292,16.35636,0.04073234,295,103,51585
198.9484,-0.57336697,18.23491,17.1643,16.81298,16.5292,16.35636,0.04076417,295,107,51985
198.27358,-0.59467999,17.88201,16.43877,16.03066,15.74517,15.58854,0.04008312,295,189,51585
198.27358,-0.59467999,17.88201,16.43877,16.03066,15.74517,15.58854,0.04006456,295,191,51985
116.10778,39.642648,16.9611,15.10922,14.28459,13.88354,13.58638,0.04087924,432,107,51884
117.41035,40.186327,16.65338,15.03266,14.32998,13.96971,13.67503,0.04050322,435,231,51882
117.53076,40.224155,18.67482,17.44206,16.94172,16.63647,16.42167,0.04049543,435,234,51882
121.09638,43.582579,17.32552,15.47959,14.66091,14.26381,13.95886,0.04087309,437,562,51869
121.09638,43.582579,17.32552,15.47959,14.66091,14.26381,13.95886,0.04090136,437,570,51876
121.3207,44.400646,17.57928,15.54342,14.67264,14.23848,13.897,0.04036472,439,269,51877
124.49922,46.570764,16.28284,15.14933,14.65383,14.38309,14.11872,0.04059146,441,157,51868
124.02686,47.816079,18.802,17.71875,17.29585,17.01822,16.93387,0.04014754,441,385,51868
131.23118,52.484151,16.96308,14.92799,14.061,13.59676,13.23887,0.04070729,447,431,51877
143.74644,59.323058,18.84286,17.69943,17.40127,17.19596,17.16029,0.04035261,452,446,51911
144.10971,59.417047,18.38134,17.33079,17.0283,16.81595,16.74881,0.04047179,452,521,51911
144.15577,59.412873,18.36289,17.31467,16.98377,16.74445,16.57335,0.04088883,453,345,51915
144.13173,59.399886,17.74247,17.2384,17.31564,17.09855,17.58986,0.04084073,453,357,51915
143.74644,59.323058,18.84286,17.69943,17.40127,17.19596,17.16029,0.04034683,485,9,51909
204.89699,2.3953257,17.44597,15.87936,15.20558,14.8491,14.55389,0.0401616,528,71,52022
235.1194,53.511867,17.06275,15.36718,14.64794,14.26629,13.96929,0.04098878,616,155,52374
234.28098,53.93919,18.93104,17.78428,17.31425,17.03846,16.85834,0.04091679,616,179,52374
234.28098,53.93919,18.93104,17.78428,17.31425,17.03846,16.85834,0.04093511,616,181,52442
242.52352,49.155686,17.97376,16.67351,16.1204,15.80013,15.53556,0.04038397,622,476,52054
