ra,dec,dered_u,dered_g,dered_r,dered_i,dered_z,z,plate,fiberID,mjd
153.17507,38.616792,18.81335,17.74269,17.24533,16.96214,16.7871,0.04065326,1426,602,52993
247.23082,25.519906,18.27081,16.39467,15.55619,15.16195,14.83383,0.04013051,1573,441,53226
247.19222,25.494705,16.90459,14.99772,14.13308,13.70971,13.41997,0.0400737,1573,443,53226
247.32318,24.858212,16.75151,15.4119,14.83127,14.50453,14.30042,0.0408808,1573,515,53226
245.86742,25.851188,18.88836,17.56857,17.01519,16.7048,16.49428,0.04030507,1574,416,53476
247.14316,25.565659,18.15282,16.08853,15.07801,14.56319,14.12987,0.04036999,1574,595,53476
244.45663,25.864865,17.74194,16.25638,15.60072,15.25936,15.00692,0.04064228,1575,467,53493
246.04048,25.670751,16.54064,15.41701,15.05895,14.82458,14.65932,0.04041258,1576,15,53496
245.18741,25.64771,19.04441,17.94209,17.5877,17.40149,17.24523,0.04063221,1576,88,53496
242.96587,27.170551,17.67093,16.41298,15.85409,15.52063,15.28858,0.04084178,1577,139,53495
124.66176,25.205169,18.40303,16.85281,16.0606,15.64124,15.3062,0.04066486,1585,409,52962
146.36878,34.623875,18.83408,17.81979,17.58258,17.43843,17.54187,0.04010603,1594,66,52992
145.94773,34.745727,18.09622,16.68324,15.97575,15.56815,15.29039,0.04069877,1594,119,52992
148.63513,35.782712,17.47598,16.39805,15.95703,15.68757,15.51749,0.0402754,1595,80,52999
146.8893,34.817379,18.92114,17.91145,17.53428,17.27287,17.31703,0.04004359,1595,123,52999
146.99768,34.741697,18.16267,17.15553,16.89417,16.71077,16.67757,0.04077806,1595,124,52999
146.9889,35.224979,19.204,17.97603,17.37971,16.97336,16.67994,0.04011391,1595,126,52999
147.00799,34.873957,19.12935,17.5036,16.70356,16.28269,16.02024,0.04071669,1595,129,52999
148.59993,35.871517,18.34771,17.32983,16.82822,16.49972,16.29713,0.04024903,1595,599,52999
149.5385,36.125205,17.00443,15.31943,14.55716,14.18958,13.88237,0.04081105,1596,96,52998
149.42773,36.21715,17.08597,15.52285,14.72859,14.33374,14.01339,0.04049322,1596,134,52998
149.79987,36.621562,17.98337,16.17851,15.67333,15.3974,15.26339,0.04099243,1596,141,52998
149.3406,36.56562,17.38856,15.45374,14.60258,14.19057,13.87756,0.04050786,1596,182,52998
149.33465,36.191239,17.93591,16.51166,15.74113,15.33132,15.06135,0.04071853,1596,213,52998
149.38714,37.012513,17.72518,16.706,16.36838,16.14576,16.00545,0.04076339,1596,464,52998
149.40217,36.9431,17.64928,16.76554,16.27606,16.05582,15.91999,0.04060065,1596,476,52998
150.72676,36.963283,17.93804,16.07666,15.22251,14.85402,14.53598,0.04089598,1596,629,52998
150.72558,37.013627,18.64519,17.05356,16.38554,16.10649,15.85688,0.04057169,1596,634,52998
235.60029,27.065753,19.1545,17.99166,17.54252,17.36347,17.18285,0.04049939,1653,257,53534
211.67679,14.186485,18.98175,17.66944,17.15224,16.86804,16.65158,0.040579,1704,538,53178
237.49429,9.6171835,19.18566,17.54412,16.83396,16.5061,16.23476,0.04046942,1726,367,53137
208.99228,14.061553,16.50375,15.78746,15.09003,14.81705,14.45435,0.04063144,1778,465,53883
242.09812,23.473347,17.99406,16.25485,15.48916,15.1148,14.79205,0.04034725,1852,525,53534
247.01672,20.240803,18.34566,17.36898,17.01941,16.77342,16.64288,0.04018287,1854,544,53566
146.35798,34.620879,17.48977,15.85968,15.14764,14.74088,14.44295,0.04028785,1945,363,53387
146.77529,34.756803,19.10665,17.21267,16.38462,15.98702,15.68196,0.04070314,1945,405,53387
206.08034,29.933206,17.87707,16.05402,15.22527,14.84269,14.53718,0.0403048,2094,111,53851
206.07806,30.002919,18.96106,17.66538,17.17013,16.95909,16.82574,0.04056111,2094,117,53851
206.01967,29.939583,18.33868,16.63328,15.85754,15.48952,15.20157,0.04036371,2094,153,53851
205.85365,30.069521,16.2566,14.47176,13.62862,13.21033,12.92093,0.04040089,2094,155,53851
205.90603,30.067372,17.70117,15.83874,15.00906,14.61676,14.28353,0.04015914,2094,157,53851
205.74548,30.088415,18.39412,16.61749,15.86335,15.49443,15.21207,0.04042885,2094,158,53851
205.68918,30.085064,18.03641,16.10062,15.29632,14.88067,14.55419,0.04082501,2094,171,53851
204.8685,30.274481,17.46595,15.73769,15.01823,14.65505,14.33927,0.04008949,2094,435,53851
205.82841,30.352417,18.21744,17.31695,17.05296,16.85614,16.71487,0.04086689,2094,515,53851
203.89652,30.718385,18.12049,17.28561,17.06363,16.86769,16.80032,0.0401044,2110,25,53467
201.31167,32.507184,18.74672,17.06923,16.34404,15.99019,15.74081,0.04098443,2112,149,53534
201.2673,32.536576,18.37932,16.62294,15.84384,15.47017,15.16707,0.0406344,2112,173,53534
201.13836,32.613316,17.3623,15.75728,15.08325,14.72238,14.429,0.04093729,2112,176,53534
201.25426,32.595549,19.63296,18.25391,17.55711,17.18431,16.93106,0.04057592,2112,180,53534
208.6019,29.846861,18.7609,17.50378,16.97794,16.72349,16.52584,0.04004141,2116,151,53854
216.44833,28.236252,17.71574,15.88284,15.07107,14.69125,14.38445,0.04024108,2130,22,53881
216.40981,28.267601,17.53307,16.4499,16.07045,15.84719,15.64931,0.04093731,2130,77,53881
215.87724,28.345698,18.85144,16.99311,16.18033,15.80594,15.49315,0.04070093,2130,112,53881
241.50324,20.847181,17.28473,15.95363,15.31266,14.95437,14.69022,0.04003036,2205,231,53793
169.0873,25.028221,18.7661,17.80403,17.50245,17.30656,17.22225,0.04069481,2493,443,54115
175.71127,18.82751,17.7524,16.14594,15.4244,15.07059,14.78127,0.0400129,2509,287,54180
176.27434,20.891624,18.72004,17.91763,17.3846,17.21073,17.08105,0.04025528,2509,329,54180
178.45967,19.750486,16.97876,15.14509,14.33943,13.98361,13.66196,0.04009914,2515,195,54180
238.50491,10.164695,19.00953,17.57635,16.86841,16.48731,16.2041,0.04099909,2520,75,54584
238.54663,10.205707,18.26742,16.70616,15.98611,15.62779,15.37506,0.04000153,2523,314,54572
243.52401,9.0412393,18.25803,17.50075,17.54299,17.39403,17.41615,0.04092729,2529,291,54585
220.15326,21.908107,16.78645,15.04018,14.33381,13.90409,13.68002,0.04084037,2789,413,54555
220.19533,21.852124,19.08476,17.98257,17.50571,17.26517,17.08384,0.04075923,2789,417,54555
116.8788,40.635637,18.95751,17.56189,17.09685,17.00903,16.80495,0.04044122,432,619,51884
117.76602,41.973468,18.5023,17.36059,16.77779,16.41735,16.1787,0.04073252,434,146,51885
121.58071,45.743442,18.32771,17.02293,16.42006,16.06658,15.82612,0.04039489,438,42,51884
123.96033,47.810986,17.04386,15.52709,14.84588,14.49237,14.20154,0.04029754,440,70,51912
123.96033,47.810986,17.04386,15.52709,14.84588,14.49237,14.20154,0.04021512,440,86,51885
127.71953,51.529174,18.8061,17.18363,16.7254,16.39314,16.1393,0.04087398,442,619,51882
143.35116,59.502346,17.67819,16.38192,15.83447,15.51934,15.31468,0.04025397,452,403,51911
154.84969,63.557211,17.75869,15.86988,15.06907,14.68009,14.40043,0.04081381,488,143,51914
177.48582,66.517993,17.62213,16.0188,15.29669,14.87183,14.53858,0.04015278,492,97,51955
182.09136,66.318324,17.69597,17.03703,17.00706,16.84122,16.77577,0.04031823,493,219,51957
215.89373,62.726088,18.86795,17.61822,17.04307,16.75708,16.55227,0.04001994,606,640,52365
235.45089,55.192931,17.85584,16.02738,15.21208,14.83621,14.57095,0.04003694,616,450,52442
235.45089,55.192931,17.85584,16.02738,15.21208,14.83621,14.57095,0.04002731,616,514,52374
235.89146,55.133492,17.41013,15.79188,15.06048,14.68626,14.40212,0.04039909,616,565,52442
235.89146,55.133492,17.41013,15.79188,15.06048,14.68626,14.40212,0.04032846,616,596,52374
236.53337,55.168716,18.02662,16.98023,16.62419,16.40461,16.27662,0.04077567,616,610,52442
236.53337,55.168716,18.02662,16.98023,16.62419,16.40461,16.27662,0.04072961,616,622,52374
236.62387,55.838689,17.91469,16.86911,16.55026,16.40148,16.2853,0.04018417,617,99,52072
235.95411,55.605706,17.9774,16.72669,16.31486,16.06014,15.87808,0.04025516,617,136,52072
238.20015,53.643368,19.03299,17.49239,16.75856,16.38791,16.11827,0.0400341,618,550,52049
239.22972,53.062558,18.53818,17.13534,16.50715,16.11114,15.8182,0.04050552,618,565,52049
240.67284,53.933544,19.0348,17.26872,16.48548,16.12251,15.83974,0.04040705,619,21,52056
236.85289,55.203412,17.79604,16.61228,16.07715,15.76767,15.51005,0.04002136,619,321,52056
236.82399,55.163216,18.8498,17.6943,17.32123,17.12115,16.98258,0.04087618,619,326,52056
238.29974,54.774934,18.12049,16.50196,15.77132,15.34895,15.03236,0.04011406,619,452,52056
240.70904,53.726162,16.7346,15.76612,15.4686,15.25634,15.13743,0.04059271,621,348,52055
240.66474,53.908139,18.96966,17.34213,16.59201,16.16013,15.80149,0.04043288,621,356,52055
241.3879,54.529213,19.24979,17.75665,17.26988,17.02136,16.85897,0.04088611,621,427,52055
155.43559,46.578447,17.95789,16.89417,16.57127,16.32576,16.19406,0.04031171,944,615,52614
157.65567,46.729225,18.22623,17.40751,17.13694,16.91866,16.79051,0.04059995,961,553,52615
158.01805,46.917694,18.71592,17.76468,17.46813,17.2726,17.29209,0.04057929,961,597,52615
158.28495,47.763443,18.04095,17.06891,16.7772,16.56015,16.42102,0.04062381,962,348,52620
186.09357,50.072703,17.9794,16.77277,16.24245,16.01905,15.83777,0.04032217,970,638,52413
186.83494,50.410105,18.4896,17.08226,16.43735,16.108,15.85334,0.04064714,971,463,52644
169.8708,12.393008,18.26341,17.0501,16.58615,16.30313,16.11912,0.04022715,1605,432,53062
180.12146,12.765478,17.71919,15.94663,15.18569,14.85067,14.56889,0.04025486,1611,400,53147
209.4069,48.670636,18.18506,16.51478,15.74156,15.34122,15.03588,0.04052719,1670,88,54553
209.4069,48.670636,18.18506,16.51478,15.74156,15.34122,15.03588,0.04056462,1670,90,53438
202.4286,12.19015,17.21922,15.53741,14.73903,14.32269,13.95313,0.04051507,1699,519,53148
206.2857,12.426682,18.10436,17.18313,16.95888,16.81461,16.87154,0.04033423,1701,362,53142
222.76819,10.176248,18.30217,16.47047,15.64593,15.25943,14.9485,0.04088593,1713,501,53827
225.82746,10.716423,17.92109,16.62254,16.02547,15.71052,15.43973,0.04078111,1717,364,53883
235.04718,8.4553216,17.32114,15.47106,14.66579,14.28502,13.97216,0.0409526,1724,480,53859
235.73387,8.2423698,17.763,15.9504,15.15937,14.77576,14.50496,0.0402791,1724,498,53859
235.53222,8.3122537,19.26263,17.51616,16.72742,16.34883,16.05791,0.04098872,1725,122,54266
235.50931,8.3099588,19.73887,17.62856,16.82814,16.43979,16.20346,0.04064576,1725,124,54266
242.46242,7.5240809,18.835,17.93253,17.48354,17.27248,17.11778,0.04014117,1730,168,53498
205.53361,12.934747,18.31873,17.48079,17.31287,17.08127,16.9111,0.04093802,1776,210,53858
219.78536,5.3534026,16.81675,15.43258,14.91815,14.57396,14.44331,0.04073859,1828,49,53504
171.6952,17.26111,18.32452,17.19761,16.86277,16.64526,16.5416,0.04032273,2499,421,54176
240.64674,13.94177,17.20451,15.4231,14.62726,14.44558,13.94518,0.04048751,2522,601,54570
241.41024,13.575765,19.28527,18.09389,17.5813,17.21727,17.01692,0.04080905,2524,108,54568
241.29638,14.128549,17.87826,16.96535,16.68289,16.49154,16.4407,0.04026798,2524,175,54568
241.15134,13.333114,18.66236,17.65502,17.33357,17.10649,16.9651,0.04037594,2524,223,54568
155.69271,16.331036,18.63574,17.60055,17.2823,17.11332,17.13354,0.0401558,2589,45,54174
155.82245,15.027637,16.78229,15.36422,14.76707,14.45809,14.19763,0.04046376,2590,125,54175
155.7297,15.113091,19.1423,17.66942,17.0903,16.79094,16.5077,0.04072737,2590,128,54175
155.68443,14.644837,17.9667,16.06284,15.23635,14.85488,14.5446,0.04054758,2590,193,54175
155.50818,14.517115,19.01665,17.89477,17.43924,17.1733,17.04235,0.04088619,2590,232,54175
155.77195,15.570295,19.45217,17.68813,16.95855,16.59638,16.33739,0.04088551,2590,475,54175
155.76738,15.475941,17.69611,15.77027,14.8959,14.48983,14.1897,0.0407626,2590,478,54175
245.13275,49.797432,17.96024,16.99698,16.67025,16.47161,16.32341,0.04082457,2884,93,54526
116.69433,37.716797,18.38839,16.68004,15.91506,15.51951,15.20015,0.04053559,433,150,51873
118.86642,40.431367,18.22635,16.40372,15.61632,15.24221,14.9535,0.04030967,435,116,51882
124.69597,46.387385,17.85789,16.05419,15.20179,14.80052,14.48088,0.0401362,441,147,51868
124.62376,45.552568,18.12127,17.37607,17.26268,17.07611,17.14302,0.04021397,441,187,51868
124.06847,45.604529,18.78516,17.52532,17.0606,16.79856,16.70694,0.04091563,441,264,51868
133.12071,52.376102,17.89697,17.0366,16.7469,16.53137,16.43002,0.04087342,447,551,51877
133.51835,0.85318721,17.02151,15.14485,14.32147,13.93725,13.64206,0.04080834,468,179,51912
124.62376,45.552568,18.12127,17.37607,17.26268,17.07611,17.14302,0.04026393,548,324,51986
166.65718,64.180222,18.94722,17.78228,17.33877,17.03895,16.85889,0.04039105,596,383,52370
119.20772,34.831292,17.21697,15.80775,15.1146,14.76312,14.46681,0.04098521,756,613,52577
180.49871,63.54437,17.08394,15.68378,15.08579,14.7391,14.47331,0.04045411,778,363,52337
180.49871,63.54437,17.08394,15.68378,15.08579,14.7391,14.47331,0.04044916,778,373,54525
181.31587,63.183814,19.02092,16.5692,15.6441,15.12925,14.69319,0.04077189,778,454,54525
181.31587,63.183814,19.02092,16.5692,15.6441,15.12925,14.69319,0.04077728,778,456,52337
181.35712,63.148477,18.81184,16.90737,16.12373,15.72415,15.42446,0.04015224,779,346,52342
181.21303,63.131499,16.54663,14.63518,13.7927,13.38588,13.09421,0.04038366,779,348,52342
190.74092,61.259791,18.84124,17.6817,17.21758,16.94205,16.74625,0.04062264,781,89,52373
195.17196,60.920998,19.92947,18.34272,17.5101,17.06903,16.68585,0.0409512,783,292,52325
195.60109,62.396693,19.3981,17.83168,17.18246,16.87103,16.63242,0.04036251,783,477,52325
198.91992,62.623577,18.01878,16.57142,15.86763,15.48513,15.19149,0.04097728,783,616,52325
201.02833,62.425223,17.12014,15.91015,15.43639,15.18054,14.98423,0.04068268,784,569,52327
218.33257,58.921503,18.11237,16.1762,15.625,15.32453,15.13807,0.04040473,790,405,52433
218.33257,58.921503,18.11237,16.1762,15.625,15.32453,15.13807,0.0404081,790,413,52346
218.33257,58.921503,18.11237,16.1762,15.625,15.32453,15.13807,0.0403617,790,414,52441
233.08653,45.894451,18.71249,17.50643,17.1172,16.84905,16.71954,0.04050047,1332,192,52781
238.17723,43.480578,18.94814,17.81934,17.27873,16.97481,16.7702,0.04097695,1334,440,52764
238.41238,43.733599,18.74407,17.45515,16.93164,16.631,16.45407,0.04086155,1334,508,52764
250.87125,32.289829,18.42885,17.20883,16.77604,16.52473,16.35069,0.0401898,1341,153,52786
251.14335,32.574841,17.08597,15.8229,15.24084,14.89159,14.68638,0.04001278,1341,494,52786
222.80036,9.6243903,19.12249,17.35476,16.49391,16.02714,15.66652,0.04060291,1713,151,53827
222.12319,10.551831,18.82314,17.04848,16.28643,15.94021,15.64179,0.04062186,1713,468,53827
222.61907,9.9631856,18.09909,16.33789,15.53081,15.16048,14.85896,0.04012987,1713,498,53827
223.34867,9.5952469,18.9378,17.75781,17.3746,17.14419,17.02659,0.04010096,1715,343,54212
235.72978,8.012972,20.41949,18.37506,17.50843,17.06081,16.64514,0.04094474,1724,496,53859
235.9958,8.1262879,19.66837,18.15239,17.49763,17.16965,16.99078,0.04088226,1724,558,53859
236.55252,8.3783109,18.13384,16.46487,15.70708,15.30796,15.00052,0.04069018,1724,571,53859
236.86106,8.2443242,18.27177,17.39487,16.98125,16.70676,16.59684,0.04069638,1726,295,53137
238.44477,7.1639911,17.05987,16.00559,15.48882,15.1648,14.89684,0.04081219,1727,158,53859
238.76385,7.5238742,18.5153,17.46082,17.02468,16.75881,16.60231,0.04055356,1727,549,53859
146.91405,10.962564,18.24708,17.23874,16.89687,16.67466,16.50438,0.04026921,1742,15,53053
147.11769,12.690567,18.751,17.84099,17.56737,17.37196,17.23337,0.04022271,1743,332,53054
161.68021,12.918499,17.75273,16.37221,15.65137,15.27421,14.98068,0.04091454,1749,121,53357
246.96873,20.231834,17.08132,16.21933,15.85426,15.59289,15.38177,0.04075759,1854,560,53566
123.32295,22.259188,18.41732,17.41302,17.06982,16.85675,16.69219,0.0401823,1924,443,53330
190.31183,38.664478,18.66503,17.39014,16.78518,16.45338,16.23106,0.04016012,2000,497,53495
195.65055,38.421797,18.71317,16.95572,16.13586,15.73742,15.4552,0.04063432,2021,7,53475
130.39673,22.413479,18.56723,17.15099,16.8381,16.73695,16.53337,0.0401628,2084,490,53360
162.26857,36.641559,17.33041,15.90862,15.17087,14.80365,14.46503,0.04087266,2090,497,53463
139.4973,24.271488,18.26793,17.37883,17.07387,16.85647,16.78657,0.04053328,2291,227,53714
139.50754,24.588057,18.64373,16.93798,16.18203,15.80449,15.56263,0.04094054,2291,436,53714
166.65718,64.180222,18.94722,17.78228,17.33877,17.03895,16.85889,0.04039982,2882,614,54498
173.1079,-2.1642242,17.83855,16.20556,15.45241,15.08669,14.77795,0.04078076,326,634,52375
173.12254,-2.130663,17.89305,16.10648,15.30714,14.9385,14.63584,0.04086732,326,639,52375
173.07574,-2.2322364,18.16266,16.50618,15.8088,15.48637,15.23109,0.04053697,327,424,52294
173.081,-2.1284458,18.3282,16.2975,15.28456,14.77566,14.35085,0.04072556,327,435,52294
135.19322,50.234634,18.29861,16.52714,15.74016,15.336,15.00224,0.04095219,551,56,51993
136.35137,51.460149,17.23633,16.01717,15.42874,15.08782,14.85754,0.0406464,552,134,51992
140.31521,53.358559,18.33079,17.21474,16.8924,16.67502,16.55389,0.04060148,554,170,52000
210.60508,63.320214,19.25708,17.28827,16.39369,15.94624,15.62589,0.04098658,605,456,52353
114.55792,30.985544,19.00081,17.69583,17.42445,17.20675,17.208,0.04070022,754,422,52232
114.63691,31.178081,18.33609,17.19771,16.67218,16.38048,16.1377,0.04063847,755,303,52235
134.75065,49.173042,18.09558,16.46596,15.6244,15.26046,14.99043,0.04062665,765,344,52254
155.19499,46.77118,17.0799,15.54511,14.75684,14.35538,14.07359,0.04038212,944,573,52614
155.55143,46.893854,18.37656,17.05945,16.61585,16.38199,16.29571,0.04001512,944,605,52614
157.05736,46.784049,18.44356,17.58297,17.32963,17.11151,17.00169,0.04068944,961,494,52615
162.2205,48.054107,16.85752,14.90989,14.08565,13.66468,13.41063,0.04094023,963,397,52643
161.90755,48.480072,18.21094,16.39697,15.61281,15.21669,14.91073,0.04089185,963,398,52643
166.02575,49.275196,18.45068,17.46115,17.19361,17.02443,16.92925,0.04098315,964,417,52646
187.04271,50.323796,19.34082,18.04004,17.41088,17.03042,16.71739,0.04000888,971,500,52644
187.24387,50.336634,18.27806,16.49551,15.71377,15.34082,15.03534,0.04067006,971,513,52644
212.79653,46.390565,18.86036,17.18108,16.42575,16.05491,15.78104,0.0407574,1286,101,52725
216.27251,45.791387,17.48828,15.89572,15.27753,14.95219,14.68799,0.04065232,1287,76,52728
221.63453,43.65529,17.34501,16.39612,16.02608,15.82529,15.69397,0.04047083,1289,104,52734
205.45651,56.712553,18.01818,16.99203,16.62451,16.38697,16.26392,0.04072438,1321,618,52764
205.56201,56.698836,18.32704,17.37918,17.12325,16.90937,16.81744,0.04062546,1321,620,52764
205.54213,56.702854,16.98536,16.38664,16.04073,15.75004,15.58437,0.04045223,1322,419,52791
210.93958,55.6145,18.79913,17.02884,16.22111,15.84069,15.51554,0.0409097,1323,623,52797
209.95743,55.894776,18.41916,17.23417,16.74061,16.44353,16.18588,0.04075054,1324,363,53088
214.01166,54.887995,17.27784,15.44725,14.63286,14.24434,13.94395,0.04088383,1325,566,52762
217.30514,54.152897,19.65769,17.90317,17.16845,16.79441,16.53351,0.04080955,1326,568,52764
217.76258,53.97177,16.95613,15.592,14.92389,14.57396,14.29598,0.04071661,1326,603,52764
217.50735,53.985505,19.15721,17.34409,16.53018,16.16264,15.83738,0.04087881,1326,614,52764
219.91726,41.30449,19.26019,17.64317,16.7696,16.27873,15.90474,0.04015129,1396,93,53112
219.92714,41.180488,17.74146,16.16459,15.43477,15.055,14.74047,0.04017865,1396,96,53112
187.75669,46.869983,17.23557,15.5232,14.76858,14.40508,14.15538,0.04006828,1453,125,53084
188.14805,47.412163,19.58216,17.95889,17.24965,16.9513,16.71114,0.04062264,1453,160,53084
187.47905,47.020424,18.29324,16.42434,15.61976,15.22692,14.92829,0.04044748,1453,181,53084
189.44402,47.764096,19.59161,17.92451,17.17137,16.82077,16.54111,0.04092968,1455,398,53089
211.29791,44.259357,18.91889,17.27341,16.35767,15.87228,15.45254,0.04061594,1467,162,53115
211.06444,43.344583,18.84145,17.69319,17.14822,16.81158,16.56935,0.04098739,1467,212,53115
210.75799,44.46836,17.64854,16.58141,16.11412,15.82891,15.62232,0.04060962,1467,422,53115
130.91642,59.031182,17.67159,16.16789,15.38232,14.9955,14.68339,0.04039248,1784,569,54425
213.99513,24.981635,18.02078,16.97445,16.63529,16.40979,16.27091,0.04034335,2127,123,53859
215.32474,23.977588,18.643,16.93128,16.08436,15.62141,15.24205,0.04075017,2128,30,53800
213.65168,25.017919,19.49702,18.21581,17.55751,17.17322,16.91363,0.04089111,2128,414,53800
217.4641,22.871399,17.89763,16.00911,15.3902,14.98191,14.69352,0.04082577,2132,3,53493
217.4914,22.877558,17.29074,16.37845,16.04469,15.78441,15.62844,0.04050585,2132,6,53493
217.51455,22.980526,18.45292,17.4137,17.03205,16.77742,16.64631,0.04058363,2132,15,53493
216.85465,23.601824,17.49485,16.44081,16.02485,15.76696,15.60821,0.04069246,2132,154,53493
216.21442,24.065271,18.24422,16.97692,16.47188,16.17401,15.9464,0.04030961,2132,437,53493
216.92318,23.970804,19.2889,17.79128,17.46979,17.28135,17.09019,0.04019037,2132,510,53493
217.4973,22.910644,18.93154,17.91598,17.54845,17.32201,17.20038,0.04025871,2136,299,53494
219.78551,22.295109,17.31566,16.37991,16.05959,15.8514,15.6855,0.04036479,2140,249,53858
221.16076,22.871667,18.76895,17.00521,16.22974,15.84747,15.55501,0.04014362,2140,600,53858
221.92806,21.921164,18.68054,17.84732,17.52287,17.32722,17.21667,0.0405862,2144,255,53770
221.97861,21.852485,18.75937,17.86463,17.54261,17.32398,17.24246,0.04058546,2144,256,53770
225.3541,21.665629,17.91239,16.71788,16.2224,15.92797,15.69706,0.0402612,2148,25,54526
223.89684,22.167545,19.60285,18.114,17.38806,16.94732,16.61905,0.04007652,2148,151,54526
224.0296,22.213516,16.98618,15.8813,15.41392,15.12985,14.95125,0.04026612,2148,491,54526
223.94647,22.195214,18.35056,16.96187,16.48919,16.2035,16.02218,0.04022818,2150,352,54510
226.71791,21.262814,17.36911,16.25238,15.82688,15.56238,15.38551,0.04018375,2153,172,54212
228.97286,20.542151,17.81628,16.37734,15.9444,15.71882,15.58094,0.04082265,2156,153,54525
228.62035,20.379905,18.29796,16.67889,15.93752,15.57748,15.30482,0.0409008,2156,171,54525
227.67055,20.572689,19.30888,17.97884,17.42151,17.12803,16.93105,0.04071831,2156,313,54525
231.05933,19.627254,18.99693,17.93509,17.389,17.08542,16.85155,0.04089184,2159,143,54328
231.06456,19.887743,17.84569,15.9485,15.10859,14.71497,14.40477,0.04093786,2159,155,54328
230.46824,20.088556,19.56916,18.17045,17.47445,17.11333,16.84281,0.04029652,2159,199,54328
230.39685,20.21846,19.37993,18.03584,17.29021,16.90812,16.67201,0.0402871,2159,440,54328
234.0933,21.501333,18.16421,16.93193,16.44274,16.14573,15.93094,0.04041689,2162,33,54207
234.39787,22.834223,17.76414,16.67859,16.23604,15.95415,15.78724,0.04076214,2165,248,53917
233.88285,21.772824,18.81082,16.98163,16.17592,15.79496,15.47949,0.04087785,2166,349,54232
234.87256,21.839514,19.14059,17.36808,16.59285,16.20338,15.91514,0.04071454,2166,416,54232
234.82144,21.742047,18.52885,16.67404,15.83797,15.44374,15.1351,0.04003144,2166,465,54232
234.94396,21.787045,20.05641,18.03893,17.18963,16.78579,16.46923,0.04023738,2166,484,54232
235.29818,21.917681,19.8021,18.29369,17.5769,17.23312,16.95158,0.0408631,2166,537,54232
235.54163,21.965669,17.4568,15.56815,14.74458,14.36483,14.05036,0.04017172,2166,576,54232
235.0366,18.601551,18.48851,17.13107,16.63116,16.35101,16.13264,0.04099478,2167,436,53889
235.86366,22.319031,19.22665,17.43086,16.61866,16.23386,15.93517,0.04029281,2169,247,53556
239.98759,19.520248,19.13595,17.77711,17.32412,17.01388,16.94048,0.04066839,2172,591,54230
240.57533,16.113798,19.20792,17.70654,16.93696,16.5778,16.31168,0.0402306,2196,147,53534
240.45647,16.460371,19.49092,17.86826,17.09349,16.74512,16.50155,0.04037773,2196,474,53534
240.60702,16.421566,18.53482,16.76214,15.97615,15.60317,15.28144,0.04084824,2196,491,53534
153.52527,-0.83249949,19.31215,17.58081,16.80741,16.44956,16.181,0.04043934,270,12,51909
161.64318,0.170166,19.15446,17.76997,17.34812,17.07847,16.99508,0.04030792,275,197,51910
119.71284,37.696759,18.86729,17.1461,16.3691,15.98392,15.70157,0.04090177,543,610,52017
119.62399,37.726204,19.6849,18.09845,17.30285,16.90121,16.63962,0.04027099,543,639,52017
119.85528,37.87112,18.45033,16.82685,16.03057,15.57125,15.23722,0.04077225,544,82,52201
119.88459,37.888749,19.46728,17.74597,16.92403,16.5095,16.19866,0.04051425,544,99,52201
119.56162,37.497315,17.44633,15.56674,14.70415,14.31211,14.01679,0.04089365,544,202,52201
122.06184,39.935025,18.18144,16.56204,16.05519,15.7543,15.59382,0.04090683,545,63,52202
122.08162,39.911733,18.59584,16.82459,16.0869,15.72793,15.46112,0.04059086,545,66,52202
119.56162,37.497315,17.44633,15.56674,14.70415,14.31211,14.01679,0.04088376,757,389,52238
119.71284,37.696759,18.86729,17.1461,16.3691,15.98392,15.70157,0.04084112,757,426,52238
119.65172,37.77083,19.61482,17.72775,16.91259,16.52399,16.23418,0.04008344,758,285,52253
119.91783,37.170535,19.13339,17.75982,17.04385,16.72758,16.46468,0.04055803,758,302,52253
122.1087,38.897639,17.37871,15.46172,14.5972,14.15813,13.77986,0.04007933,758,541,52253
122.57264,38.077411,18.38818,16.66462,15.88509,15.51708,15.21964,0.04094483,758,568,52253
122.23217,38.816335,18.63733,16.88683,16.10398,15.73593,15.43326,0.04031375,758,589,52253
122.2339,38.885891,17.88486,15.94366,15.08735,14.68674,14.36002,0.04059578,758,596,52253
122.33229,38.977715,17.12349,15.30276,14.47022,14.07292,13.75835,0.04082416,759,201,52254
122.23197,38.872781,19.29063,17.62304,16.87588,16.5279,16.24122,0.04061815,759,204,52254
122.26705,38.982727,19.73809,18.20693,17.53881,17.21976,17.00855,0.04079168,759,206,52254
122.57264,38.077411,18.38818,16.66462,15.88509,15.51708,15.21964,0.04091688,759,226,52254
122.14073,38.914838,18.42363,17.01568,16.34082,15.98219,15.70624,0.04050845,759,248,52254
122.01788,38.836812,19.05274,17.76937,17.11427,16.78037,16.50059,0.04078489,759,256,52254
121.84878,39.032323,18.0659,16.21262,15.39953,15.01743,14.7104,0.04072108,759,296,52254
135.48698,49.752324,18.7712,17.67724,17.29982,17.07681,16.90129,0.04084053,765,338,52254
134.66673,49.300808,18.50255,17.42738,17.08015,16.8709,16.66469,0.04021429,765,353,52254
148.57007,6.693097,17.59895,16.57902,16.25095,16.04351,15.88511,0.04058168,994,561,52725
151.07121,6.1396542,17.08949,15.61639,14.97064,14.63113,14.3476,0.0402209,995,598,52731
